Punch ID,Task Number,Punch,Type Of Punch,Punch Status,RevisionDate,RevisionNumber,Item,ItemType,Disc,Form Type,PrvPunchId
3,AX014105,تگ کابل نصب نشده است,3,0,06:42.7,0,MSC COR CP-A48/A.R,CABL_HV/MV,EL,CPX11,NULL
4,AX014112,تگ کابل نصب نشده است,3,0,31:55.5,0,MSC COR CP-A48/A.T,CABL_HV/MV,EL,CPX08,NULL
5,AX014108,تگ کابل نصب نشده است.,3,0,31:57.2,0,MSC COR CP-A48/A.S,CABL_HV/MV,EL,CPX11,NULL
8,AX014109,تگ کابل نصب نشده است,3,0,32:01.9,0,MSC COR CP-A48/A.S,CABL_HV/MV,EL,CPX08,NULL
12,AX014111,تگ کابل نصب نشده است,3,0,32:05.3,0,MSC COR CP-A48/A.T,CABL_HV/MV,EL,CPX11,NULL
13,AX014115,تگ کابل نصب نشده است,3,0,41:24.4,0,MSC COR CP-A48/B.R,CABL_HV/MV,EL,CPX08,NULL
14,AX014114,تگ کابل نصب نشده است,3,0,41:25.8,0,MSC COR CP-A48/B.R,CABL_HV/MV,EL,CPX11,NULL
15,AX014117,تگ کابل نصب نشده است,3,0,41:25.9,0,MSC COR CP-A48/B.S,CABL_HV/MV,EL,CPX11,NULL
16,AX014121,تگ کابل نصب نشده است,3,0,41:26.4,0,MSC COR CP-A48/B.T,CABL_HV/MV,EL,CPX08,NULL
17,AX014118,تگ کابل نصب نشده است,3,0,41:28.1,0,MSC COR CP-A48/B.S,CABL_HV/MV,EL,CPX08,NULL
18,AX014205,تگ کابل نصب نشده است,3,0,21:45.6,0,MSC COR CP-A51/A.R,CABL_HV/MV,EL,CPX08,NULL
19,AX014126,تگ کابل نصب نشده است,3,0,21:48.3,0,MSC COR CP-A48/C.S,CABL_HV/MV,EL,CPX11,NULL
20,AX014217,تگ کابل نصب نشده است,3,0,21:50.3,0,MSC COR CP-A51/B.S,CABL_HV/MV,EL,CPX08,NULL
21,AX014210,تگ کابل نصب نشده است,3,0,21:53.7,0,MSC COR CP-A51/A.T,CABL_HV/MV,EL,CPX11,NULL
22,AX014219,تگ کابل نصب نشده است,3,0,21:53.8,0,MSC COR CP-A51/B.T,CABL_HV/MV,EL,CPX11,NULL
23,AX014213,تگ کابل نصب نشده است,3,0,21:55.9,0,MSC COR CP-A51/B.R,CABL_HV/MV,EL,CPX11,NULL
24,AX014211,تگ کابل نصب نشده است,3,0,21:57.5,0,MSC COR CP-A51/A.T,CABL_HV/MV,EL,CPX08,NULL
25,AX014220,تگ کابل نصب نشده است,3,0,22:01.8,0,MSC COR CP-A51/B.T,CABL_HV/MV,EL,CPX08,NULL
26,AX014130,تگ کابل نصب نشده است,3,0,22:03.3,0,MSC COR CP-A48/C.T,CABL_HV/MV,EL,CPX08,NULL
27,AX014127,تگ کابل نصب نشده است,3,0,22:06.5,0,MSC COR CP-A48/C.S,CABL_HV/MV,EL,CPX08,NULL
28,AX014208,تگ کابل نصب نشده است,3,0,22:09.7,0,MSC COR CP-A51/A.S,CABL_HV/MV,EL,CPX08,NULL
29,AX014207,تگ کابل نصب نشده است,3,0,22:11.9,0,MSC COR CP-A51/A.S,CABL_HV/MV,EL,CPX11,NULL
30,AX014204,تگ کابل نصب نشده است,3,0,22:15.7,0,MSC COR CP-A51/A.R,CABL_HV/MV,EL,CPX11,NULL
31,AX014129,تگ کابل نصب نشده است,3,0,22:17.6,0,MSC COR CP-A48/C.T,CABL_HV/MV,EL,CPX11,NULL
32,AX014214,تگ کابل نصب نشده است,3,0,22:24.1,0,MSC COR CP-A51/B.R,CABL_HV/MV,EL,CPX08,NULL
33,AX014216,تگ کابل نصب نشده است,3,0,22:29.1,0,MSC COR CP-A51/B.S,CABL_HV/MV,EL,CPX11,NULL
34,AX014222,تگ کابل نصب نشده است,3,0,53:07.4,0,MSC COR CP-A71.R,CABL_HV/MV,EL,CPX11,NULL
35,AX014223,تگ کابل نصب نشده است,3,0,53:11.5,0,MSC COR CP-A71.R,CABL_HV/MV,EL,CPX08,NULL
36,AX014229,تگ کابل نصب نشده است,3,0,53:17.3,0,MSC COR CP-A71.T,CABL_HV/MV,EL,CPX08,NULL
37,AX014225,تگ کابل نصب نشده است,3,0,53:19.4,0,MSC COR CP-A71.S,CABL_HV/MV,EL,CPX11,NULL
38,AX014226,تگ کابل نصب نشده است,3,0,53:21.0,0,MSC COR CP-A71.S,CABL_HV/MV,EL,CPX08,NULL
39,AX014241,تگ کابل نصب نشده است,3,0,09:25.1,0,MSC COR CP-D03.R,CABL_HV/MV,EL,CPX08,NULL
40,AX014240,تگ کابل نصب نشده است,3,0,09:26.2,0,MSC COR CP-D03.R,CABL_HV/MV,EL,CPX11,NULL
41,AX014243,تگ کابل نصب نشده است,3,0,09:30.6,0,MSC COR CP-D03.S,CABL_HV/MV,EL,CPX11,NULL
42,AX014247,تگ کابل نصب نشده است,3,0,09:31.5,0,MSC COR CP-D03.T,CABL_HV/MV,EL,CPX08,NULL
43,AX014246,تگ کابل نصب نشده است,3,0,09:32.8,0,MSC COR CP-D03.T,CABL_HV/MV,EL,CPX11,NULL
44,AX014262,تگ کابل نصب نشده است,3,0,50:35.2,0,MSC COR DTR-COR-M11.S,CABL_HV/MV,EL,CPX08,NULL
50,AX014163,تگ کابل نصب نشده است,3,0,50:36.8,0,MSC COR DTR-COR-M20.S,CABL_HV/MV,EL,CPX08,NULL
53,AX014364,تگ کابل نصب نشده است,3,0,50:38.4,0,MTC WTP PU-E42/E,CABL_HV/MV,EL,CPX08,NULL
54,AX014271,تگ کابل نصب نشده است,3,0,50:39.9,0,MSC COR DTR-COR-M12.S,CABL_HV/MV,EL,CPX08,NULL
57,AX014322,تگ کابل نصب نشده است,3,0,50:40.5,0,MTC WTP PU-E61/B,CABL_HV/MV,EL,CPX08,NULL
59,AX014160,تگ کابل نصب نشده است,3,0,50:41.6,0,MSC COR DTR-COR-M20.R,CABL_HV/MV,EL,CPX08,NULL
60,AX014316,تگ کابل نصب نشده است,3,0,50:42.2,0,MTC WTP PU-E42/B,CABL_HV/MV,EL,CPX08,NULL
62,AX014274,تگ کابل نصب نشده است,3,0,50:42.8,0,MSC COR DTR-COR-M12.T,CABL_HV/MV,EL,CPX08,NULL
65,AX014151,تگ کابل نصب نشده است,3,0,50:44.7,0,MSC COR DTR-COR-M10.R,CABL_HV/MV,EL,CPX08,NULL
67,AX014268,تگ کابل نصب نشده است,3,0,50:50.9,0,MSC COR DTR-COR-M12.R,CABL_HV/MV,EL,CPX08,NULL
70,AX014313,تگ کابل نصب نشده است,3,0,50:57.1,0,MTC WTP PU-E42/A,CABL_HV/MV,EL,CPX08,NULL
71,AX014265,تگ کابل نصب نشده است,3,0,51:02.5,0,MSC COR DTR-COR-M11.T,CABL_HV/MV,EL,CPX08,NULL
72,AX014154,تگ کابل نصب نشده است,3,0,51:02.8,0,MSC COR DTR-COR-M10.S,CABL_HV/MV,EL,CPX08,NULL
74,AX014157,تگ کابل نصب نشده است,3,0,51:03.1,0,MSC COR DTR-COR-M10.T,CABL_HV/MV,EL,CPX08,NULL
77,AX014370,تگ کابل نصب نشده است,3,0,51:04.3,0,MTC WTP PU-E46/C,CABL_HV/MV,EL,CPX08,NULL
79,AX014358,تگ کابل نصب نشده است,3,0,51:05.6,0,MTC WTP PU-E42/C,CABL_HV/MV,EL,CPX08,NULL
80,AX014367,تگ کابل نصب نشده است,3,0,51:05.6,0,MTC WTP PU-E46/A,CABL_HV/MV,EL,CPX08,NULL
81,AX014361,تگ کابل نصب نشده است,3,0,51:07.5,0,MTC WTP PU-E42/D,CABL_HV/MV,EL,CPX08,NULL
85,AX014319,تگ کابل نصب نشده است,3,0,51:09.3,0,MTC WTP PU-E61/A,CABL_HV/MV,EL,CPX08,NULL
86,AX014259,تگ کابل نصب نشده است,3,0,51:09.3,0,MSC COR DTR-COR-M11.R,CABL_HV/MV,EL,CPX08,NULL
87,AX014166,تگ کابل نصب نشده است,3,0,51:13.7,0,MSC COR DTR-COR-M20.T,CABL_HV/MV,EL,CPX08,NULL
90,AX014328,تگ کابل نصب نشده است,3,0,51:21.0,0,MTC WTP PU-E46/B,CABL_HV/MV,EL,CPX08,NULL
91,AX014283,تگ کابل نصب نشده است,3,0,10:35.7,0,MSC COR SWG-WTP-M20.S1,CABL_HV/MV,EL,CPX08,NULL
97,AX014046,تگ کابل نصب نشده است,3,0,10:38.1,0,HSC COR SWG-COR-H10.R2,CABL_HV/MV,EL,CPX08,NULL
101,AX014277,تگ کابل نصب نشده است,3,0,10:39.1,0,MSC COR SWG-WTP-M20.R1,CABL_HV/MV,EL,CPX08,NULL
103,AX014184,تگ کابل نصب نشده است,3,0,10:40.2,0,MSC COR SWG-WTP-M10.T2,CABL_HV/MV,EL,CPX08,NULL
105,AX014058,تگ کابل نصب نشده است,3,0,10:41.4,0,HSC COR SWG-COR-H10.T2,CABL_HV/MV,EL,CPX08,NULL
108,AX014097,تگ کابل نصب نشده است,3,0,10:43.8,0,HSC COR MTR-COR-H20.R,CABL_HV/MV,EL,CPX08,NULL
110,AX014286,تگ کابل نصب نشده است,3,0,10:44.1,0,MSC COR SWG-WTP-M20.S2,CABL_HV/MV,EL,CPX08,NULL
111,AX014043,تگ کابل نصب نشده است,3,0,10:49.6,0,HSC COR SWG-COR-H10.R1,CABL_HV/MV,EL,CPX08,NULL
114,AX014280,تگ کابل نصب نشده است,3,0,10:50.4,0,MSC COR SWG-WTP-M20.R2,CABL_HV/MV,EL,CPX08,NULL
116,AX014055,تگ کابل نصب نشده است,3,0,10:53.1,0,HSC COR SWG-COR-H10.T1,CABL_HV/MV,EL,CPX08,NULL
117,AX014052,تگ کابل نصب نشده است,3,0,10:53.9,0,HSC COR SWG-COR-H10.S2,CABL_HV/MV,EL,CPX08,NULL
121,AX011932,تگ کابل نصب نشده است,3,0,36:15.5,0,LSC COR CP-G01/B.N,CABL_LV,EL,CPX09,NULL
124,AX011923,تگ کابل نصب نشده است,3,0,36:29.8,0,LSC COR CP-G01/B.R2,CABL_LV,EL,CPX09,NULL
125,AX011929,تگ کابل نصب نشده است,3,0,36:34.1,0,LSC COR CP-G01/B.T2,CABL_LV,EL,CPX09,NULL
126,AX011914,تگ کابل نصب نشده است,3,0,54:04.9,0,LSC COR CP-G01/B.R1,CABL_LV,EL,CPX09,NULL
127,AX011729,تگ کابل نصب نشده است,3,0,00:18.6,0,LSC COR CP-G01/A.S1,CABL_LV,EL,CPX11,NULL
131,AX011731,تگ کابل نصب نشده است,3,0,00:18.7,0,LSC COR CP-G01/A.T1,CABL_LV,EL,CPX09,NULL
133,AX011557,تگ کابل نصب نشده است,3,0,00:20.6,0,LSC COR CP-G01/C.T2,CABL_LV,EL,CPX09,NULL
137,AX011548,تگ کابل نصب نشده است,3,0,00:22.3,0,LSC COR CP-G01/C.T1,CABL_LV,EL,CPX09,NULL
138,AX013162,تگ کابل نصب نشده است,3,0,00:22.5,0,LSC WTP PU-M64/B.T,CABL_LV,EL,CPX09,NULL
139,AX013135,تگ کابل نصب نشده است,3,0,00:22.6,0,LSH WTP PU-E42/F,Cable_LV2,EL,CPX09,NULL
142,AX011635,تگ کابل نصب نشده است,3,0,00:23.6,0,LSC COR CP-B20.b1,CABL_LV,EL,CPX09,NULL
143,AX014133,تگ کابل نصب نشده است,3,0,00:24.8,0,MSC COR CP-C11.R,CABL_HV/MV,EL,CPX08,NULL
144,AX014136,تگ کابل نصب نشده است,3,0,00:24.8,0,MSC COR CP-C11.S,CABL_HV/MV,EL,CPX08,NULL
146,AX011728,تگ کابل نصب نشده است,3,0,00:25.7,0,LSC COR CP-G01/A.S1,CABL_LV,EL,CPX09,NULL
147,AX014391,تگ کابل نصب نشده است,3,0,00:25.7,0,MSC WTP DTR-WTP-M21.R,CABL_HV/MV,EL,CPX08,NULL
149,AX011740,تگ کابل نصب نشده است,3,0,00:27.0,0,LSC COR CP-G01/A.T2,CABL_LV,EL,CPX09,NULL
150,AX013141,تگ کابل نصب نشده است,3,0,00:29.6,0,LSC WTP PU-M64/A.R,CABL_LV,EL,CPX09,NULL
151,AX011734,تگ کابل نصب نشده است,3,0,00:32.2,0,LSC COR CP-G01/A.R2,CABL_LV,EL,CPX09,NULL
153,AX013156,تگ کابل نصب نشده است,3,0,00:34.0,0,LSC WTP PU-M64/B.R,CABL_LV,EL,CPX09,NULL
154,AX013159,تگ کابل نصب نشده است,3,0,00:34.0,0,LSC WTP PU-M64/B.S,CABL_LV,EL,CPX09,NULL
156,AX014139,تگ کابل نصب نشده است,3,0,00:36.0,0,MSC COR CP-C11.T,CABL_HV/MV,EL,CPX08,NULL
157,AX011917,تگ کابل نصب نشده است,3,0,00:36.6,0,LSC COR CP-G01/B.S1,CABL_LV,EL,CPX09,NULL
158,AX012349,تگ کابل نصب نشده است,3,0,00:39.3,0,LSH COR CP-C11,Cable_LV2,EL,CPX09,NULL
160,AX011725,تگ کابل نصب نشده است,3,0,00:40.4,0,LSC COR CP-G01/A.R1,CABL_LV,EL,CPX09,NULL
162,AX011545,تگ کابل نصب نشده است,3,0,00:41.1,0,LSC COR CP-G01/C.S1,CABL_LV,EL,CPX09,NULL
163,AX011551,تگ کابل نصب نشده است,3,0,00:41.1,0,LSC COR CP-G01/C.R2,CABL_LV,EL,CPX09,NULL
164,AX013147,تگ کابل نصب نشده است,3,0,00:42.2,0,LSC WTP PU-M64/A.T,CABL_LV,EL,CPX09,NULL
165,AX013144,تگ کابل نصب نشده است,3,0,00:42.2,0,LSC WTP PU-M64/A.S,CABL_LV,EL,CPX09,NULL
166,AX011641,تگ کابل نصب نشده است,3,0,00:42.8,0,LSH COR CP-B20,Cable_LV2,EL,CPX09,NULL
167,AX011407,تگ کابل نصب نشده است,3,0,00:45.6,0,LSC COR CP-C05-b2,CABL_LV,EL,CPX09,NULL
168,AX011926,تگ کابل نصب نشده است,3,0,00:47.4,0,LSC COR CP-G01/B.S2,CABL_LV,EL,CPX09,NULL
169,AX011404,تگ کابل نصب نشده است,3,0,00:50.4,0,LSC COR CP-C05-b1,CABL_LV,EL,CPX09,NULL
171,AX014397,تگ کابل نصب نشده است,3,0,00:52.4,0,MSC WTP DTR-WTP-M21.T,CABL_HV/MV,EL,CPX08,NULL
173,AX011560,تگ کابل نصب نشده است,3,0,00:54.3,0,LSC COR CP-G01/C.N,CABL_LV,EL,CPX09,NULL
175,AX007050,تگ کابل نصب نشده است,3,0,00:57.0,0,SWG-WTP-L10-FESD-PU-M64.A,Cable_LV2,EL,CPX09,NULL
178,AX011743,تگ کابل نصب نشده است,3,0,00:57.8,0,LSC COR CP-G01/A.N,CABL_LV,EL,CPX09,NULL
179,AX011737,تگ کابل نصب نشده است,3,0,00:58.1,0,LSC COR CP-G01/A.S2,CABL_LV,EL,CPX09,NULL
180,AX014394,تگ کابل نصب نشده است,3,0,01:00.5,0,MSC WTP DTR-WTP-M21.S,CABL_HV/MV,EL,CPX08,NULL
182,AX011638,تگ کابل نصب نشده است,3,0,01:01.3,0,LSC COR CP-B20.b2,CABL_LV,EL,CPX09,NULL
183,AX011542,تگ کابل نصب نشده است,3,0,01:03.2,0,LSC COR CP-G01/C.R1,CABL_LV,EL,CPX09,NULL
184,AX014385,تگ کابل نصب نشده است,3,0,58:41.9,0,MSC WTP DTR-WTP-M11.S,CABL_HV/MV,EL,CPX08,NULL
186,AX014337,تگ کابل نصب نشده است,3,0,58:42.6,0,MSC WTP DTR-WTP-M10.T,CABL_HV/MV,EL,CPX08,NULL
188,AX014388,تگ کابل نصب نشده است,3,0,58:44.2,0,MSC WTP DTR-WTP-M11.T,CABL_HV/MV,EL,CPX08,NULL
190,AX014331,تگ کابل نصب نشده است,3,0,58:50.7,0,MSC WTP DTR-WTP-M10.R,CABL_HV/MV,EL,CPX08,NULL
192,AX014349,تگ کابل نصب نشده است,3,0,58:54.3,0,MSC WTP DTR-WTP-M22.R,CABL_HV/MV,EL,CPX08,NULL
193,AX014352,تگ کابل نصب نشده است,3,0,58:59.6,0,MSC WTP DTR-WTP-M22.S,CABL_HV/MV,EL,CPX08,NULL
210,AX014334,تگ کابل نصب نشده است,3,0,59:10.9,0,MSC WTP DTR-WTP-M10.S,CABL_HV/MV,EL,CPX08,NULL
212,AX014340,تگ کابل نصب نشده است,3,0,59:20.9,0,MSC WTP DTR-WTP-M20.R,CABL_HV/MV,EL,CPX08,NULL
225,AX014355,تگ کابل نصب نشده است,3,0,59:23.7,0,MSC WTP DTR-WTP-M22.T,CABL_HV/MV,EL,CPX08,NULL
226,AX014382,تگ کابل نصب نشده است,3,0,59:24.9,0,MSC WTP DTR-WTP-M11.R,CABL_HV/MV,EL,CPX08,NULL
227,AX014343,تگ کابل نصب نشده است,3,0,59:26.5,0,MSC WTP DTR-WTP-M20.S,CABL_HV/MV,EL,CPX08,NULL
228,AX017998,شیرینگ حرارتی، حرارت داده نشده است,3,0,31:35.7,0,TV-C02.2,VALV_CONTROL,IN,CJX23,NULL
229,AX017997,شیرینگ حرارتی، حرارت داده نشده است,3,0,31:37.3,0,TV-B36.2,VALV_CONTROL,IN,CJX23,NULL
230,AX017995,شیرینگ حرارتی، حرارت داده نشده است,3,0,31:38.6,0,TV-B36.1,VALV_CONTROL,IN,CJX23,NULL
231,AX017995,ساپورت برای تیوپ انجام نشده است.,1,0,31:38.6,0,TV-B36.1,VALV_CONTROL,IN,CJX23,NULL
232,AX017996,شیرینگ حرارتی، حرارت داده نشده است,3,0,31:41.4,0,TV-C02.1,VALV_CONTROL,IN,CJX23,NULL
233,AX017155,ساپورت برای تیوپ انجام نشده است,3,0,48:24.2,0,PT-A01.2,PRESS_TRANS,IN,CJX00,NULL
234,AX017990,شیرینگ حرارتی، حرارت داده نشده است,3,0,48:36.8,0,FV-B07.1,VALV_CONTROL,IN,CJX23,NULL
235,AX017990,ساپورت برای تیوپ انجام نشده است,1,0,48:36.8,0,FV-B07.1,VALV_CONTROL,IN,CJX23,NULL
236,AX017991,ساپورت برای تیوپ انجام نشده است.,3,0,48:39.5,0,FV-B11,VALV_CONTROL,IN,CJX23,NULL
237,AX017270,ساپورت برای تیوپ انجام نشده است.,3,0,40:23.2,0,PT-B17,PRESS_TRANS,IN,CJX00,NULL
238,AX017270,شیرینگ حرارتی، حرارت داده نشده است.,1,0,40:23.2,0,PT-B17,PRESS_TRANS,IN,CJX00,NULL
239,AX017269,پروتکشن باکس فاقد درین میباشد.,3,0,40:26.9,0,PT-G28,PRESS_TRANS,IN,CJX00,NULL
240,AX017269,ساپورت برای تیوپ انجام نشده است.,3,0,40:26.9,0,PT-G28,PRESS_TRANS,IN,CJX00,NULL
241,AX017271,شیرینگ حرارتی، حرارت داده نشده است.,3,0,40:28.2,0,PT-A85.1,PRESS_TRANS,IN,CJX00,NULL
242,AX016984,پروتکشن باکس فاقد درین میباشد.,3,0,40:30.2,0,PT-C28,PRESS_TRANS,IN,CJX00,NULL
243,AX017181,پروتکشن باکس فاقد درین میباشد.,3,0,43:58.0,0,FT-D72.2,FLOW_TRANS,IN,CJX00,NULL
244,AX017268,شیرینگ حرارتی، حرارت داده نشده است.,3,0,43:59.8,0,FT-G28.1,FLOW_TRANS,IN,CJX00,NULL
245,AX017268,پروتکشن باکس فاقد درین میباشد.,1,0,43:59.8,0,FT-G28.1,FLOW_TRANS,IN,CJX00,NULL
246,AX016991,پروتکشن باکس فاقد درین میباشد.,3,0,44:00.4,0,FT-A19,FLOW_TRANS,IN,CJX00,NULL
247,AX017280,پروتکشن باکس فاقد درین میباشد.,3,0,44:01.0,0,FT-M66-1,FLOW_TRANS,IN,CJX00,NULL
248,AX017280,شیرینگ حرارتی، حرارت داده نشده است.,1,0,44:01.0,0,FT-M66-1,FLOW_TRANS,IN,CJX00,NULL
249,AX017279,پروتکشن باکس فاقد درین میباشد.,1,0,44:01.6,0,FT-E12,FLOW_TRANS,IN,CJX00,NULL
250,AX017277,پروتکشن باکس فاقد درین میباشد.,3,0,44:02.1,0,FT-M71,FLOW_TRANS,IN,CJX00,NULL
